xgb预测值,xgb真实值
26.086668,21.66666666666667
12.5042095,13.0
14.031023,9.0
32.737514,56.25
9.590885,8.0
20.865654,12.0
10.81139,25.0
12.272699,10.0
28.653158,75.0
22.6828,15.0
11.9583,15.0
10.127881,14.083333333333336
16.892357,18.0
20.881004,20.0
20.906103,46.66666666666666
23.059841,34.666666666666664
11.3690605,15.0
21.181004,15.0
22.379208,40.0
26.359976,16.25
17.252779,35.0
28.745909,19.5
15.599594,15.0
5.630525,11.916666666666664
12.10823,8.666666666666666
14.86286,16.25
8.891887,13.0
18.76239,25.0
46.65926,93.33333333333331
11.3249035,15.0
14.177918,10.833333333333336
28.012331,66.66666666666667
30.833473,62.5
15.936935,15.0
26.359976,27.0
16.858723,40.0
15.430535,15.0
14.177918,13.0
14.177918,24.91666666666667
15.2369,12.0
25.28389,8.0
16.10162,24.0
14.86286,14.0
13.426367,15.0
8.237798,7.0
16.639666,20.0
11.3249035,9.75
13.019776,26.0
19.672066,16.25
27.024332,23.33333333333333
10.894541,11.0
15.151293,18.0
15.599594,20.0
25.677435,23.0
18.569479,20.0
13.019776,13.0
20.881004,21.66666666666667
27.929165,62.5
13.578285,16.25
15.344479,12.0
16.114578,18.0
19.234713,18.0
12.5042095,11.0
11.9583,13.0
32.132908,27.08333333333333
16.858723,16.25
22.161789,40.0
14.500282,16.0
17.468407,25.0
12.921903,15.0
18.569479,16.25
8.891887,13.0
25.198847,53.33333333333334
21.0336,15.0
36.82274,19.5
14.432734,43.33333333333334
18.85889,30.0
18.316502,30.0
16.316174,14.0
8.891887,9.0
13.827104,13.0
20.699911,16.25
17.373705,17.0
13.433117,16.0
20.881004,25.0
16.892357,30.0
27.397995,30.33333333333333
16.085209,23.0
16.035995,18.0
20.145588,10.833333333333336
12.88929,13.0
13.753317,16.25
22.137392,27.0
22.126625,10.0
17.247227,7.0
17.372335,26.0
14.177918,26.66666666666667
24.790754,25.0
18.32653,20.0
14.177918,35.0
16.673553,20.0
15.280553,20.0
18.306004,26.66666666666667
13.433117,13.0
9.590885,13.0
39.5945,37.91666666666666
18.85889,15.0
11.738184,28.0
22.380253,27.0
15.936935,17.5
12.583376,23.33333333333333
10.699635,8.0
24.790754,43.33333333333334
