adam预测值,adam真实值
10.33301067352295,8.666666984558105
17.964929580688477,15.0
10.33301067352295,5.0
10.381998062133789,14.0
10.33301067352295,6.0
23.013286590576172,15.0
21.048341751098633,15.0
28.54163360595703,15.0
26.75396728515625,37.5
21.377052307128906,14.0
16.219636917114258,12.0
15.226890563964844,13.0
10.33301067352295,7.0
24.17551040649414,31.25
32.480262756347656,24.5
11.569591522216797,14.0
25.602752685546875,25.0
14.393797874450684,10.0
18.476070404052734,7.5
10.33301067352295,7.0
12.2373628616333,12.0
21.428085327148438,15.0
11.365287780761719,8.0
13.130270004272461,15.0
10.33301067352295,8.0
27.079174041748047,26.66666603088379
15.657249450683594,25.0
10.33301067352295,7.0
26.648746490478516,15.166666984558105
11.414193153381348,8.0
14.555384635925293,11.0
10.33301067352295,10.0
11.911206245422363,20.0
13.638806343078613,14.0
16.318008422851562,14.083333015441895
10.33301067352295,11.666666984558105
10.33301067352295,10.0
21.105453491210938,15.0
21.878040313720703,20.0
13.137469291687012,15.0
10.33301067352295,15.0
20.760284423828125,10.833333015441895
10.33301067352295,8.0
22.327590942382812,28.33333396911621
10.33301067352295,15.0
10.33301067352295,8.0
10.33301067352295,7.0
10.33301067352295,10.0
21.219112396240234,25.0
12.176003456115723,17.5
15.389776229858398,12.0
10.33301067352295,10.0
10.33301067352295,8.0
11.259294509887695,11.666666984558105
21.219585418701172,16.25
18.26603889465332,16.25
10.936152458190918,6.0
10.33301067352295,13.0
21.945131301879883,11.0
19.775615692138672,18.66666603088379
19.397518157958984,15.0
26.78722381591797,15.0
9.014730453491211,6.0
10.33301067352295,5.0
21.223682403564453,14.083333015441895
13.430511474609375,11.0
25.394187927246094,17.5
10.33301067352295,16.25
14.360286712646484,15.0
10.33301067352295,8.0
15.502104759216309,13.0
11.511698722839355,8.0
26.83749771118164,15.0
10.33301067352295,10.0
14.20504093170166,12.0
23.203868865966797,19.5
15.509239196777344,11.0
24.09103775024414,14.166666984558105
10.33301067352295,7.0
13.827491760253906,10.0
10.33301067352295,11.0
11.954136848449707,9.0
10.33301067352295,15.0
14.0985746383667,13.0
