rfr预测值,rfr真实值
10.600941152981916,10.833333333333336
24.508644728533145,37.5
14.23513965920896,11.0
10.547128685529618,10.0
8.225791868573374,4.333333333333333
23.875735056885112,14.0
16.076621901484547,16.25
12.260793696481501,8.0
9.307272812755636,20.0
12.554019312623643,13.0
12.554019312623643,10.833333333333336
14.244442742497943,6.5
16.241930968052973,15.0
9.459705668228576,8.0
12.441357335400943,19.83333333333333
18.0366307877104,23.33333333333333
12.907561015828481,17.5
7.956349622689315,3.0
16.9302515065932,15.0
23.99494862721532,25.0
16.241930968052973,17.5
12.512004282997307,15.166666666666664
12.260793696481501,8.0
20.052158269011123,15.0
12.554019312623643,11.0
15.95298332885659,14.0
12.326511192867754,10.0
10.89911444236784,5.833333333333332
10.9989471928653,11.25
12.554019312623643,16.25
18.083516142449344,10.0
11.872409038275299,13.0
10.600148780092264,5.0
17.672724407946667,17.5
10.77709819535159,15.0
12.277131921051183,15.0
12.441357335400943,25.0
11.958662864464886,9.75
11.94654017580661,12.0
38.326172645744926,15.0
18.053517385597708,11.0
9.93869698839641,4.333333333333333
22.438116009266068,53.33333333333334
11.370561686151099,10.0
12.441357335400943,8.0
19.03352028730877,18.75
17.702723164798307,12.0
33.064568445689176,40.0
19.422409165068473,25.0
15.998038434171814,16.0
8.169490400275683,6.0
9.619917120815916,11.0
9.93869698839641,8.0
12.326511192867754,8.0
12.592581865148865,12.0
10.77709819535159,20.0
19.322532971018298,11.916666666666664
12.554019312623643,11.0
10.94267873650376,8.0
18.198918030778234,25.0
12.326511192867754,10.833333333333336
9.179444041466674,5.0
12.326511192867754,11.0
8.225791868573374,11.0
6.9723155645408275,9.0
14.251930183499605,9.0
10.94267873650376,17.0
18.083516142449344,18.0
6.419666614477018,5.0
18.970989256944854,13.0
14.116460685445398,15.0
16.10250639419533,18.0
8.169490400275683,10.0
11.945388811929666,10.833333333333336
18.053517385597708,16.0
10.689269319689503,4.0
18.83126882884955,13.0
12.326511192867754,8.0
14.036161192402774,18.75
12.554019312623643,11.0
10.996671091700732,11.0
11.457819778991984,6.5
15.573422984149987,15.0
19.221449571679745,8.0
16.104301744502596,18.0
6.419666614477018,5.0
15.95298332885659,16.0
18.344171096718707,18.0
12.554019312623643,20.0
12.923612647154552,13.0
11.17937035436828,8.0
11.200259309390303,5.0
33.13947941435015,20.0
22.30418517153303,26.66666666666667
12.326511192867754,8.666666666666666
21.048180252225603,13.0
12.592581865148865,11.0
12.441357335400943,17.5
11.605492175672055,7.0
18.33932157277717,23.0
16.811785351866245,21.66666666666667
11.302434722061756,8.666666666666666
10.94267873650376,10.0
18.198918030778234,22.5
16.164231614178952,12.0
9.102671160962608,4.0
15.298219328386358,12.0
9.93869698839641,8.0
24.010031458065942,18.0
12.554019312623643,8.666666666666666
19.883709486589225,17.5
13.146559144614343,10.0
21.672855545521728,20.0
10.600941152981916,8.0
12.592581865148865,12.0
28.127704662311448,17.5
10.94661186703314,6.5
13.76924432979953,11.916666666666664
10.743621937218187,8.0
12.213849215645054,6.0
22.530757162266028,31.25
9.746570559969355,4.0
13.822353463875793,7.0
10.193745273444698,15.0
9.814904863844665,5.0
21.80992516774586,45.0
12.907561015828481,10.0
10.94661186703314,10.0
9.49093427320277,8.666666666666666
12.592581865148865,12.0
16.094962495523255,15.0
15.573422984149987,24.5
12.907561015828481,17.333333333333332
16.885305968682893,10.0
13.822353463875793,10.0
12.907561015828481,20.0
18.053517385597708,10.833333333333336
12.441357335400943,17.5
16.532584679173972,16.25
12.426946814593698,10.0
8.518970990875427,7.583333333333332
10.689269319689503,5.416666666666668
12.260793696481501,10.833333333333336
8.073118546542453,8.0
16.621930578181072,13.75
31.679108983299106,53.33333333333334
8.225791868573374,10.0
10.77709819535159,6.5
19.97656355765283,33.333333333333336
28.79469540305219,31.25
12.37902992051041,10.0
18.053517385597708,20.0
12.554019312623643,20.0
12.554019312623643,10.0
10.77709819535159,8.666666666666666
10.77709819535159,16.25
12.260793696481501,8.0
16.914295431213937,6.0
11.265653582558787,12.0
12.260793696481501,10.0
10.996671091700732,10.0
6.913314722702697,5.0
15.549648218926162,15.0
8.225791868573374,7.583333333333332
10.89911444236784,13.0
16.811785351866245,10.833333333333336
20.939283483242438,12.833333333333336
8.101987099571883,7.0
14.251930183499605,12.0
12.326511192867754,15.0
17.672724407946667,14.0
14.92611694151984,15.0
10.89911444236784,8.0
16.094962495523255,16.25
21.884279562320007,31.25
10.861858161247094,10.833333333333336
12.260793696481501,8.0
12.326511192867754,11.0
15.87678789373934,12.0
10.675355943952193,8.0
10.873274324945596,8.0
21.845146207329595,14.083333333333336
12.554019312623643,10.833333333333336
16.46112091921432,25.0
12.260793696481501,11.0
11.502653818456341,18.75
10.668414773358256,10.0
14.92611694151984,10.833333333333336
7.909580534846546,7.583333333333332
12.260793696481501,26.66666666666667
14.294805063202393,10.0
29.848556694262836,14.083333333333336
10.961826162449087,21.66666666666667
12.592581865148865,15.0
17.483669399154326,15.0
14.137750547406194,9.0
7.692442379832006,4.0
11.302434722061756,8.0
15.916228328832753,10.833333333333336
12.554019312623643,11.0
10.996671091700732,11.0
16.094962495523255,15.0
12.592581865148865,15.0
18.083516142449344,16.333333333333332
14.51348521008634,15.0
12.554019312623643,13.0
11.117183416894209,7.583333333333332
10.9989471928653,8.666666666666666
13.00118898718201,10.833333333333336
13.67464814986613,14.0
16.241930968052973,8.0
11.288015457900428,4.0
11.265653582558787,13.0
10.77709819535159,17.333333333333332
18.33932157277717,15.0
17.391839047269958,15.0
10.77709819535159,17.5
12.37902992051041,11.0
12.260793696481501,11.0
11.74541548732069,25.0
10.996671091700732,8.0
9.796107597006392,8.0
29.340860310024524,24.91666666666667
12.592581865148865,10.0
10.077370156221148,18.0
18.050661498038934,16.0
12.37902992051041,11.666666666666664
10.600941152981916,12.833333333333336
8.490960286231859,6.0
18.33932157277717,21.66666666666667
