adam预测值,adam真实值
41.77260208129883,75.0
21.455902099609375,15.166666984558105
15.776599884033203,16.25
18.28036117553711,10.0
14.59184741973877,10.0
14.59184741973877,14.0
28.30011749267578,32.5
14.59184741973877,14.0
28.76767921447754,25.0
20.229976654052734,10.0
11.045585632324219,9.0
42.45075225830078,90.0
21.499061584472656,14.083333015441895
14.59184741973877,22.0
33.585060119628906,40.0
30.421730041503906,50.0
23.7473201751709,15.0
14.59184741973877,15.0
26.732086181640625,35.0
14.59184741973877,15.0
22.553598403930664,21.0
16.727153778076172,20.0
27.724672317504883,32.66666793823242
43.902366638183594,55.0
14.59184741973877,13.0
45.8426399230957,45.0
14.59184741973877,15.166666984558105
39.59223175048828,53.33333206176758
19.30752182006836,25.0
30.989742279052734,25.0
14.59184741973877,13.0
17.697729110717773,15.0
25.02072525024414,30.0
39.59562683105469,31.25
18.360122680664062,12.0
35.88917922973633,19.5
27.28514862060547,24.91666603088379
31.398395538330078,30.0
22.216411590576172,12.0
34.19548416137695,29.16666603088379
14.59184741973877,20.0
49.91073226928711,48.75
20.61306381225586,15.0
35.204132080078125,21.66666603088379
28.282201766967773,30.0
32.94522476196289,21.66666603088379
16.7294864654541,13.0
17.85902976989746,11.916666984558105
36.60601806640625,17.33333396911621
30.845970153808594,20.0
21.454526901245117,15.0
14.59184741973877,13.0
34.37077713012695,23.33333396911621
14.59184741973877,12.0
14.59184741973877,15.166666984558105
36.09796905517578,20.0
38.81084442138672,28.0
14.59184741973877,14.0
14.59184741973877,16.0
30.152917861938477,11.0
25.25334930419922,25.0
31.355121612548828,32.5
14.59184741973877,12.0
14.59184741973877,15.0
15.425501823425293,15.0
15.50265884399414,11.0
14.59184741973877,10.0
23.940933227539062,16.25
15.70710277557373,50.0
12.88736629486084,13.0
25.332475662231445,25.66666603088379
32.6141357421875,30.0
21.524324417114258,19.5
20.70585823059082,25.0
41.17724609375,40.83333206176758
16.143840789794922,12.0
40.19916534423828,50.0
21.944860458374023,10.833333015441895
23.5712890625,14.0
21.348140716552734,25.0
36.798397064208984,6.666666507720947
23.5867919921875,10.0
14.59184741973877,13.0
14.59184741973877,10.0
14.59184741973877,12.0
14.9183988571167,15.166666984558105
14.59184741973877,10.833333015441895
14.59184741973877,13.0
20.879703521728516,5.0
14.733710289001465,15.0
23.930736541748047,15.0
46.431636810302734,58.33333206176758
14.59184741973877,8.0
39.5299072265625,27.08333396911621
51.96317672729492,37.5
14.59184741973877,7.0
43.710472106933594,70.0
17.989530563354492,12.0
14.59184741973877,10.833333015441895
19.421588897705078,20.0
51.1019172668457,70.0
32.992496490478516,40.0
23.182266235351562,21.66666603088379
33.94010543823242,25.0
35.7390251159668,37.91666793823242
19.388212203979492,15.0
45.456459045410156,29.16666603088379
49.915069580078125,100.0
14.59184741973877,16.25
17.264202117919922,6.0
48.47426986694336,53.33333206176758
14.59184741973877,9.75
21.860164642333984,13.0
14.59184741973877,8.0
28.750656127929688,15.0
34.4229736328125,30.0
26.354623794555664,17.0
43.97589874267578,25.0
14.59184741973877,16.25
28.449386596679688,22.0
16.408634185791016,10.833333015441895
38.55955123901367,13.0
14.59184741973877,15.0
37.40538024902344,50.0
31.71654510498047,22.0
14.59184741973877,11.0
14.59184741973877,12.0
14.59184741973877,7.0
45.1604118347168,37.91666793823242
30.37872314453125,13.0
16.49325180053711,30.0
17.253217697143555,20.0
43.51405334472656,35.0
28.533897399902344,9.0
28.912036895751953,30.0
37.14059829711914,43.33333206176758
15.84796142578125,21.66666603088379
14.59184741973877,23.0
14.59184741973877,12.0
15.188069343566895,19.5
14.59184741973877,10.0
24.655662536621094,30.0
14.59184741973877,2.0
23.978477478027344,23.83333396911621
23.92607307434082,35.0
43.42256164550781,53.33333206176758
33.45002746582031,35.0
27.6806583404541,24.0
35.10163497924805,31.25
14.59184741973877,16.25
33.054115295410156,19.5
27.787506103515625,30.0
18.84674072265625,20.0
27.781192779541016,23.33333396911621
16.895828247070312,14.083333015441895
14.59184741973877,6.0
47.7491340637207,62.5
32.52613067626953,28.0
17.931255340576172,26.66666603088379
29.451454162597656,50.0
20.12184715270996,22.0
20.816499710083008,12.0
14.59184741973877,8.0
14.99686336517334,10.0
27.365272521972656,17.0
14.59184741973877,10.0
14.59184741973877,24.0
21.14197540283203,25.0
22.99243927001953,29.16666603088379
38.386043548583984,93.33333587646484
27.963022232055664,19.0
34.936988830566406,25.0
24.81159210205078,20.0
40.90434265136719,23.83333396911621
25.394744873046875,15.0
26.655733108520508,15.166666984558105
24.84103012084961,11.0
14.59184741973877,12.833333015441895
23.493865966796875,21.66666603088379
14.59184741973877,13.0
23.37665557861328,19.5
29.719587326049805,17.5
37.726985931396484,24.0
14.59184741973877,11.916666984558105
48.37269592285156,46.66666793823242
14.59184741973877,12.0
19.28396224975586,26.0
33.69800567626953,34.66666793823242
57.205631256103516,100.0
29.37712860107422,30.0
14.59184741973877,16.0
38.67311096191406,43.33333206176758
46.83369064331055,35.0
50.28062057495117,30.0
24.05272674560547,7.0
16.84714126586914,14.0
15.28231430053711,15.0
30.911231994628906,40.0
28.049409866333008,70.0
16.246416091918945,14.0
32.67190933227539,17.0
14.59184741973877,12.0
14.59184741973877,13.0
14.620406150817871,40.0
21.94314193725586,17.0
15.96277904510498,6.0
15.006582260131836,16.0
14.59184741973877,14.083333015441895
25.175273895263672,15.0
14.59184741973877,10.0
14.59184741973877,12.0
24.4439640045166,15.0
49.96275329589844,106.66666412353516
27.710691452026367,30.33333396911621
21.985105514526367,20.0
18.23893165588379,12.0
42.13372802734375,50.0
26.693031311035156,12.0
41.04917526245117,25.0
14.59184741973877,7.0
20.745010375976562,25.0
19.84823226928711,7.0
27.92119598388672,16.0
14.59184741973877,19.0
14.59184741973877,18.0
17.217302322387695,11.0
25.985559463500977,11.0
25.551551818847656,21.66666603088379
22.370054244995117,21.66666603088379
16.19571304321289,16.25
14.59184741973877,24.0
31.996429443359375,14.0
14.59184741973877,10.0
25.61115264892578,15.0
29.909706115722656,23.83333396911621
15.340188026428223,15.0
25.167186737060547,12.0
32.244163513183594,20.0
16.47088623046875,16.25
14.59184741973877,11.0
17.812644958496094,15.0
21.05017852783203,20.0
33.622501373291016,37.5
37.536441802978516,32.5
14.59184741973877,23.33333396911621
16.71531105041504,15.0
26.658830642700195,40.0
25.03166961669922,16.25
35.551292419433594,20.0
23.861902236938477,13.0
45.49346923828125,50.0
14.59184741973877,14.0
14.59184741973877,11.0
28.474231719970703,25.0
27.750621795654297,35.0
32.79542541503906,17.33333396911621
21.792020797729492,27.08333396911621
24.365936279296875,27.08333396911621
18.61582374572754,35.0
14.59184741973877,10.0
30.362205505371094,30.0
28.779823303222656,14.0
27.280595779418945,17.5
15.969290733337402,13.0
23.48687744140625,13.0
19.14249038696289,25.0
17.065364837646484,16.25
38.473045349121094,43.33333206176758
19.400123596191406,19.5
44.504478454589844,50.0
17.596054077148438,12.0
49.54663848876953,32.5
15.947893142700195,15.0
15.94324016571045,10.0
32.3225212097168,19.5
33.851104736328125,23.83333396911621
14.59184741973877,12.0
23.030120849609375,20.0
14.59184741973877,11.0
47.8807487487793,68.75
32.43443298339844,17.33333396911621
29.105445861816406,37.91666793823242
14.59184741973877,16.25
35.547271728515625,20.0
14.59184741973877,15.0
37.83957290649414,35.0
23.883466720581055,22.0
14.59184741973877,10.0
14.59184741973877,15.0
24.31990623474121,32.0
36.03181457519531,43.33333206176758
23.51984977722168,15.0
24.676979064941406,19.5
14.59184741973877,17.0
14.59184741973877,15.166666984558105
14.59184741973877,10.0
14.59184741973877,11.0
14.59184741973877,6.0
26.178550720214844,16.25
21.817554473876953,16.0
35.40019226074219,46.66666793823242
23.675765991210938,18.0
41.67529296875,65.0
17.726045608520508,22.0
39.124752044677734,46.66666793823242
36.98617172241211,53.33333206176758
17.169679641723633,15.0
23.100982666015625,25.0
29.86588478088379,46.66666793823242
23.63074493408203,13.0
41.665428161621094,37.91666793823242
14.59184741973877,11.0
56.96641159057617,126.66666412353516
34.0126838684082,18.0
21.860958099365234,16.0
14.59184741973877,8.0
14.59184741973877,22.0
17.161537170410156,25.0
16.2498722076416,37.5
14.59184741973877,10.0
14.59184741973877,10.0
26.404268264770508,20.0
40.874267578125,45.0
21.447446823120117,53.33333206176758
35.1203498840332,40.0
17.446298599243164,26.0
24.733741760253906,16.0
17.193710327148438,18.0
38.9636116027832,18.0
25.107879638671875,18.0
14.59184741973877,10.0
20.37274932861328,19.5
37.40625,40.0
39.441158294677734,46.66666793823242
14.59184741973877,12.0
16.345190048217773,15.0
31.979209899902344,19.5
14.59184741973877,4.0
16.18822479248047,19.5
42.80311965942383,15.0
24.066936492919922,30.0
