训练集loss,测试集loss
218.92948217952951,90.95123714870877
121.34404406828038,78.5779520670573
116.26225303201115,72.365172068278
113.64441613590016,62.45341237386068
88.40073484532974,56.401177724202476
85.69608480790082,54.15810902913412
75.40004191679112,57.260887993706596
82.60482894673066,48.619576348198784
75.69546396592084,101.11557515462239
73.09668602662929,44.358764224582245
65.41609141405891,45.06750636630588
75.44587533614215,53.80785157945421
62.68674934611601,41.003601498074005
66.22784576696507,158.86805555555554
86.81630527271943,47.46861542595757
65.64482688903809,40.47631729973687
69.26785833695355,76.5166876051161
67.30967140197754,40.78182792663574
59.38034517624799,38.63301531473795
63.304555275860956,46.32155058119032
58.18328958399155,54.16142484876845
59.924281512989715,67.76892428927951
80.07783160490148,44.80079799228244
64.32643811842975,139.64534166124133
77.03038815891041,41.37716505262587
55.1778455622056,47.47818374633789
59.932548214407525,35.95233493381076
58.01639147365795,43.36966069539388
58.77224983888514,35.460009045071075
56.96543138167437,38.6962702009413
56.83910897198845,35.5940433078342
52.41743155086742,35.27490637037489
53.50824328029857,55.79909218682183
57.0260892755845,43.67579693264432
53.34763661552878,36.718043857150604
58.852575807010425,76.00213792588976
57.79099627102123,44.56957689921061
50.35732339410221,35.33557362026639
51.766667927012726,39.30961672465006
49.50187621397131,35.3981687757704
50.78400286506204,47.88897577921549
49.9262077107149,48.060454262627495
49.49288547740263,58.05460188123915
54.73098738053266,33.81985410054525
60.14040066214169,34.59765603807237
49.24048463036032,49.2453678978814
66.47843366510727,72.82718488905165
58.80896854400635,34.0763980017768
51.037972057566925,39.09138403998481
49.8426131921656,62.35849465264214
53.43835937275606,76.43534088134766
52.9370963713702,35.99905565049913
53.16835439906401,54.34696960449219
50.73614844153909,41.79971228705512
53.02677743575152,35.56581073337131
52.65460328494801,63.55909729003906
55.804536426768585,58.06670167711046
64.9841812358183,53.08798196580675
60.28828806035659,35.3241212632921
49.0982079225428,59.83574083116319
53.137214828939996,42.88788753085666
62.12159611197079,35.59594111972385
48.669433060814356,40.41205384996202
49.20335343304802,35.87367799546983
48.22725446083967,38.68664911058214
59.3272590637207,44.01101854112413
46.477761156418744,43.63970714145236
50.02405491997214,38.45520146687826
55.500560255611646,37.00993898179796
49.77143671933342,34.630148357815216
46.6218266767614,33.90037727355957
47.45418991762049,68.63902833726671
63.9568510055542,36.35371356540256
46.3429661358104,36.288197411431206
48.53153772915111,39.23192320929633
48.30781126022339,35.86382823520236
52.89611165663775,33.93378003438314
46.32258667665369,34.929737938774956
48.876930966096765,46.38066207038032
56.39474105834961,36.453320821126304
48.29513022478889,41.13045459323459
46.36139765907736,33.70686255560981
50.894085715798774,40.399197048611114
51.09785798016716,33.97165298461914
46.51345410066492,35.08380572001139
44.94514799118042,34.01878462897407
46.542180201586554,39.501549826727974
52.914453113780304,58.6221194797092
56.23002848905676,34.236471600002716
49.58263099894804,37.574724197387695
48.468729075263525,40.51488134596083
48.45218938939712,34.878066804673935
46.39653031966265,36.44032711452908
52.69819562575396,43.098463694254555
47.02215699588551,42.8144465552436
48.94497114069321,34.569953494601776
44.6978705069598,35.55439143710666
